,STATUS,cEXT,cNEU,cAGR,cCON,cOPN
2048,ordered real winter coat today! long overdue.,0,1,1,0,1
2049,anticipating tonight's criminal minds!,0,1,1,0,1
2050,sophisticasherwood anderson,0,1,1,0,1
2051,watching gossip girl. may mean failed acquire taste.,0,0,0,1,0
2052,mj died frown sad andry pouting,0,0,0,1,0
2053,wants sleep,0,0,0,1,0
2054,going lone star ruby conf. august!,0,0,0,1,0
2055,salvador dali's distorted clocks inspired melting cheese. never eat grilled cheese sandwich way again.,0,0,0,1,0
2056,"find funny keep clicking unfamiliar names wondering ""when friend person?"" realize got married.",0,0,0,1,0
2057,thinks ice best puppy treat ever,0,0,0,1,0
2058,puppy training classes uga football weee,0,0,0,1,0
2059,wine + cheese + teebow's tears == fun,0,0,0,1,0
2060,enjoying latest imogen heap album,0,0,0,1,0
2061,atlanta,0,0,0,1,0
2062,spending night 9 ibm programmers feels like chapter microserfs.,0,0,0,1,0
2063,miss stadler.,0,0,0,1,0
2064,:heart ruby,0,0,0,1,0
2065,made spicy coconut soup mmm,0,0,0,1,0
2066,back austin,0,0,0,1,0
2067,watched back future first time,0,0,0,1,0
2068,argh everything need qualifications n experience frown sad andry pouting,0,0,0,0,1
2069,gona miss lots bojana crying,0,0,0,0,1
2070,eating yummy watermelon,0,0,0,0,1
2071,"aww feel 2 good, think ate 2 much skeptical annoyed undecided uneasy hesitant",0,0,0,0,1
2072,says any1 take 4 frown sad andry pouting,0,0,0,0,1
2073,hehe need 2 stop doin fb quizzes happy face smiley,0,0,0,0,1
2074,"hehe 'what listening to' kind working wall, 2 bad lil slow updating tongue sticking cheeky playful blowing raspberry",0,0,0,0,1
2075,"take life, make life must feast ones love",0,0,0,0,1
2076,"take life, make life must feast ones love",0,0,0,0,1
2077,"sooooo happy finally here, soooo long since last storm happy face smiley booo cams suck work night, wish got 2day now!!! crying",0,0,0,0,1
2078,fuckin pissed,0,0,0,0,1
2079,hmm ice lolly tastes strawberry n apple flavored coolant -.-,0,0,0,0,1
2080,hey any1 wana go2 balcony next sat???,0,0,0,0,1
2081,crying,0,0,0,0,1
2082,lolz thx guys,0,0,0,0,1
2083,lolz long since logged tongue sticking cheeky playful blowing raspberry,0,0,0,0,1
2084,might go n c motorhead live end month happy face smiley,0,0,0,0,1
2085,"aww bak, wana go bak 2 reading frown sad andry pouting",0,0,0,0,1
2086,"cool got enough points bejeweled 2 win laptop, btw hav win tongue sticking cheeky playful blowing raspberry",0,0,0,0,1
2087,"stupid avg, gona get rid wen upgrade 2 win7",0,0,0,0,1
2088,busy designing characters boo steve wen really need frown sad andry pouting,0,0,0,0,1
2089,yay got new laptop happy face smiley aww pretty skint frown sad andry pouting,0,0,0,0,1
2090,needs twitter facebook?,1,0,1,1,1
2091,new guitar hero = freeeeeeeeebiiiiiiiiiird!,1,0,1,1,1
2092,"4 publications 10 years, yo divide// one every let us say two, two shits due// one - nahhh, journal mathematics// one hot publication every ten year average// - laaaaaaame!",1,0,1,1,1
2093,bet awards tonight 8,1,0,1,1,1
2094,"personality spans, numerous  gentleman, intelligent, athletic, thug humorous",1,0,1,1,1
2095,"*propname*, *propname*, *propname*: 3 great men great things 2009.",1,0,1,1,1
2096,obama us victory brazil sunday?,1,0,1,1,1
2097,"ok, wants go la tuesday mj memorial service?",1,0,1,1,1
2098,"3 tracks illmatic car today, grandma turns says ""turn noise put michael jackson!""  priceless",1,0,1,1,1
2099,lamborghini murcielago,1,0,1,1,1
2100,cornell week probability.,1,0,1,1,1
2101,goodbye *propname*.,1,0,1,1,1
2102,"serious, extra ticket mj funeral.  wants go?",1,0,1,1,1
2103,take place without name,1,0,1,1,1
2104,anyone know find firefighter's test *propname* case causing *propname* much consternation.,1,0,1,1,1
2105,"forget fireworks, want see *propname* funeral.",1,0,1,1,1
2106,sort half expecting mj come dancing hospital singing thriller,1,0,1,1,1
2107,orlando weekend,1,0,1,1,1
2108,bet awards sunday 8.  forget year.,1,0,1,1,1
2109,loves hiding uninteresting people newsfeed.,1,0,1,1,1
2110,"""i going university maryland, spent summer harvard."" ~ adweeb",1,0,1,1,1
2111,"flight delayed 2 hrs , orlando intl airport free wireless!",1,0,1,1,1
2112,see left beach boys (i go white one day yearconfusion,1,0,1,1,1
2113,get around round round get around still underground come around,1,0,1,1,1
2114,time swim,1,0,1,1,1
2115,going surfing *propname*,1,0,1,1,1
2116,"""why america like michael jackson?  achieved peaks moonwalk performed decades ago"" ~ *propname*",1,0,1,1,1
2117,"today gym saw tv michael jackson dead.  shook could keep working out.  also, anything skip dumbell lifts.  really suck.",1,0,1,1,1
2118,ready summerfest!,1,0,1,1,1
2119,*propname* cool thought would be.,1,0,1,1,1
2120,15,1,0,1,1,1
2121,control take it.,1,0,1,1,1
2122,one apt overestimate beauty rare ~ *propname*,1,0,1,1,1
2123,could gaze *propname* afar today disney worldfrown sad andry pouting,1,0,1,1,1
2124,chi-town information theory,1,0,1,1,1
2125,time return hogwart,1,0,1,1,1
2126,many imitation *propname*'s facebook.,1,0,1,1,1
2127,want bad things you...,1,0,1,1,1
2128,"engineer rewrite history without pen// rfid mac, let story begin....begin...begin",1,0,1,1,1
2129,nothin's equivalent new york state mind.,1,0,1,1,1
2130,back boston finally.,1,0,1,1,1
2131,"*propname* wrote ""pure democracy"" work ""there nothing check... obnoxious individual."" then, margins, doodled picture *propname* plumber.",1,0,1,1,1
2132,show *propname*'s birth certificate show *propname*'s high school diploma.,1,0,1,1,1
2133,year eid want see muslim president morning talk shows once.,1,0,1,1,1
2134,got new *propname* album!,1,0,1,1,1
2135,"ok change plans again, back gekko.",1,0,1,1,1
2136,evening gorden gecko.,1,0,1,1,1
2137,la,1,0,1,1,1
2138,"actually people twitter old republicans know use facebook morally opposed ""poking"" strangers.",1,0,1,1,1
2139,man enjoy nobel peace prize day?  day!?,1,0,1,1,1
2140,headache,1,0,1,1,1
2141,*propname*,1,0,1,1,1
2142,change plans: evening *propname* instead.,1,0,1,1,1
2143,time yankees break curse bin laden.,1,0,1,1,1
2144,hooked katamari,1,0,1,1,1
2145,arab money ready go,1,0,1,1,1
2146,"finally, thanks capitalism, curse bin laden broken.  go yankees!  let us rebuild towers get afghanistan.",1,0,1,1,1
2147,2 years went *propname* *propname*...,1,0,1,1,1
2148,going learn japanese.,1,0,1,1,1
2149,"ugggh, eat donuts?  never again!",1,0,1,1,1
2150,compromised puny prodigal pathetic pitiful pusillanimous putrid punk bangladesh,1,0,1,1,1
2151,jay-z tux american music awards... priceless,1,0,1,1,1
2152,happy eidsgiving,1,0,1,1,1
2153,"""i explain anything solecistic amoebas"" ~ *propname*",1,0,1,1,1
2154,shippin vancouver,1,0,1,1,1
2155,happy birthday 40th jay-z!,1,0,1,1,1
2156,"boycott sponsor pulling tiger woods advertising.  gillette, gatorade, put notice.",1,0,1,1,1
2157,*propname* going ny next concert november 22nd,1,0,1,1,1
2158,*propname* makes want republican.,1,0,1,1,1
2159,rip *propname*,1,0,1,1,1
2160,"tomorrow, snowboard.",1,0,1,1,1
2161,"finished watching wire, awesome.",1,0,1,1,1
2162,"senator *propname* reminds senator *propname*, considerably treacherous.",1,0,1,1,1
2163,"kabuuuuuuuuuul! desert city bringin empires nothin  kabuuuuuuuuuuuul! streets make feel screwed hope cuz doomed let us kabul, kabul, kabuuuuuuul!",1,0,1,1,1
2164,got 60!,1,0,1,1,1
2165,*propname* coming back wwe,1,0,1,1,1
2166,*propname* gorges.,1,0,1,1,1
2167,forgive tonight.,1,0,1,1,1
2168,need wisdom wise latina.,1,0,1,1,1
2169,hot 97 finally streaming online.  sweet.,1,0,1,1,1
2170,"me, doin business one ever seen us//  jay-z payin' *propname*, payin *propname*",1,0,1,1,1
2171,"greed, lack better word, gy.",1,0,1,1,1
2172,circumstances attend spring weekend concert headlined dashboard confessional.,1,0,1,1,1
2173,*propname*...,1,0,1,1,1
2174,congratulations *propname* new baby!,1,0,1,1,1
2175,reading holy klor'an,1,0,1,1,1
2176,"got back harry ""healthcare"" reid",1,0,1,1,1
2177,bought 1500 thread sheets,1,0,1,1,1
2178,bangla state mind,1,0,1,1,1
2179,*propname* thanked *propname* grammy speech,1,0,1,1,1
2180,hot: *propname* awesome ta.,1,0,1,1,1
2181,"someone please explain everyone thinks *propname* awesome?  mean put *propname*, *propname*, *propname* songs, would sound good, better.",1,0,1,1,1
2182,6 cliques facebook network.,1,0,1,1,1
2183,sewed first button.,1,0,1,1,1
2184,dunk contest lame year.  everything knicks touch dies.,1,0,1,1,1
2185,found jolly pirate donuts near house wv one shown smoking gun episode!  awesome! ^^,0,1,1,0,1
2186,feeling little subbydub today.,0,1,1,0,1
2187,new baby sister!  little baby no-name!,0,1,1,0,1
2188,"found organization called think speak flips people saying, ""that gay,"" claiming offensive.  pretty gay, ask me.                                                                                    ",0,1,1,0,1
2189,"officially tea-growing subbydub ocean, according *propname*.",0,1,1,0,1
2190,officialy decided *propname* named *propname*.,0,1,1,0,1
2191,"back beach little scraped sunburned, otherwise okay!",0,1,1,0,1
2192,"georgia tomorrow, florida saturday, back georgia sunday.",0,1,1,0,1
2193,epic wound starting heal!  yay!,0,1,1,0,1
2194,8 days use government's money.  anyone want go run water waste money?  got grudges?   wink smirk,0,1,1,0,1
2195,remember name agility school wv find internet!  anyone else remember?  dad mj?,0,1,1,0,1
2196,"valdosta tomorrow, st. augustine saturday, back valdosta sunday, back home charleston sunday, too.",0,1,1,0,1
2197,scrubbed inside car.  dark.  mosquitoes.,0,1,1,0,1
2198,"got back pool.  wow, exhausted...",0,1,1,0,1
2199,"stayed finish kite runner last night, probably around four morning.  sure clock there! lol",0,1,1,0,1
2200,"finished ""there children here.""  horrendous.",0,1,1,0,1
2201,"little sister told could ""ride tricycle handlebars.""  long start singing political songs, sweetie.  tongue sticking cheeky playful blowing raspberry",0,1,1,0,1
2202,planned perfect field trip. ^^,0,1,1,0,1
2203,"spent 1 hour car, 2 hours potomac mills, went 2 stores, got cup whole day.  wow.",0,1,1,0,1
2204,going try drawing upstairs.  work well car.  usually change atmosphere helps.,0,1,1,0,1
2205,"early bird gets worm...but second mouse gets cheese trap.  words live by.  do, least.",0,1,1,0,1
2206,"got back zoo.  gray wolves, girraffes...really much anything.  frown sad andry pouting",0,1,1,0,1
2207,"mom find cheap orange jansport backpack online *propname* used one twilight, everyone paying top-dollar them.  hilarious.  laughing big grin laugh glasses",0,1,1,0,1
2208,"fun learning 12 principles animation.  also, drove road first time yesterday.  worry; blocks, everyone back feet time.  wink smirk",0,1,1,0,1
2209,"told *propname* died.  short pause.  ""we need new *propname*.""  nice.",0,1,1,0,1
2210,hamster died last night. frown sad andry pouting,0,1,1,0,1
2211,tuition rhode island 35 grand!!,0,1,1,0,1
2212,"girl walking classes today asked played sports.  hahahaha ha ha ha ha...ahh, funny.  silly cheerleaders.",0,1,1,0,1
2213,"might need make easier ""how-well-do-you-know"" quiz.  go take tell me.  ; confusion",0,1,1,0,1
2214,found lose sense smell sleep.  interesting.,0,1,1,0,1
2215,like *propname* chick!  all!,0,1,1,0,1
2216,get freaking pictures facebook work!  hate app! >frown sad andry pouting,0,1,1,0,1
2217,filled survey get monthly email coupons proplan complete petmart!  awesome!  ^^,0,1,1,0,1
2218,thinks maybe trying upload 9.8 meg photo crappy facebook good idea...,0,1,1,0,1
2219,"mom said, ""*propname*'s right!""  lol!",0,1,1,0,1
2220,*propname*'s tantrum finally come close.  phew!  (read note details wink smirk confusion,0,1,1,0,1
2221,thinks people learn foreign country's customs polite said foreign country!,0,1,1,0,1
2222,"back like tan (or sunburnconfusion evenly!  back splotchy again, time even use sunscreen!  >frown sad andry pouting",0,1,1,0,1
2223,"5 hours sleep last night somehow feels fine, 7-8 hours sleep schooldays cannot seem wake morning.  crap that??",0,1,1,0,1
2224,really thinks way finish collage tomorrow.  seriously.,0,1,1,0,1
2225,"finds funny absolutely kung fu panda dominated *propname* last year.  even wall-e stand chance!  (oh, yeah, *propname* named after. wink smirk",0,1,1,0,1
2226,"finally found tea diffuser!  tea time, biyotch!  ...hmm, allowed say that?  guess find grounded week...  wink smirk",0,1,1,0,1
2227,"venus' fly trap caught first bug: little gnat.  aww, grow fast...",0,1,1,0,1
2228,"loved new family guy night.  watching disney scene lot fun.  note, animated korea.  that?  animate shows country?!",0,1,1,0,1
2229,new cell number: (229confusion 251-4618.  save now.  save it!,0,1,1,0,1
2230,half day today!  yay!,0,1,1,0,1
2231,"new bones yesterday, new soup dog whisperer tonight, new simpsons family guy sunday!  brought science grade 84 91!  woooo!",0,1,1,0,1
2232,really needs plan next two days carefully... hmm...  ¬_¬,0,1,1,0,1
2233,"mom playing scrabble.  mom: ""what heck 'rehem' mean?  oh, wait; word.""  think needs go lay like *propname* little while.",0,1,1,0,1
2234,alive.  try sometime; lot fun.,0,1,1,0,1
2235,"jumping lyrics-for-status bandwagon: let apathy police populace, march across stereotypes marked us. answer's obvious; switch consonants change ""sword"" ""words"" lift continents.  9//11 happy face smiley",0,1,1,0,1
2236,"watched president's speech yesterday.  wow, sooo indoctrinated!  [//sarcasm]  stupid radical jerks...",0,1,1,0,1
2237,"tiny fingers...can type...pinky hurts...too many octaves...why? why, genetics, why?",0,1,1,0,1
2238,"thinks people either something shut deal!  (pretty muchconfusion first country peaceful transfer power political parties.  let us go back times, shall we?  going anything like, please, shut leave everyone else alone. kthxbi.",0,1,1,0,1
2239,"weird cat came inside bowl food, bowl water.  poured water near outside came trotting straight arms!  laughing big grin laugh glasses",0,1,1,0,1
2240,"what?  one tell zombieland filmed wild adventures?!  guys trying recruit lhs students ""big movie making fun zombie movies filmed near wa woods"" actually legit!  omg go see it! also, people valdosta fail telling it! wink smirk",0,1,1,0,1
2241,"believe many restaurants stores flags half-staff today!  possibly forget today is, especially building right next half-staff?  9//11 happy face smiley",0,1,1,0,1
2242,new cell number: (555confusion 555-5555,0,1,1,0,1
2243,"helps police, nice police nice me! laughing big grin laugh glasses",0,1,1,0,1
2244,"serving god good man, praying thought easier service therefore generally chosen.",0,1,1,0,1
2245,posted amazon christmas list here.  sure read notes top!!,0,1,1,0,1
2246,"""the role bruce wayne//batman originally offered *propname*, turned down."" what??!",0,1,1,0,1
2247,"would like remind everybody live multicultural society composed christians, country built christianity (in fact, many founding fathers deists, christiansconfusion ones keeping christ christmas people insist filing lawsuits saying ""christmas"" instead spending time caring others!  happy holidays!",0,1,1,0,1
2248,got back camping.  feel disgusting...,0,1,1,0,1
2249,"thinks maybe real guys like *propname* dragon age, might willing date.  yes, seriously said that.",0,1,1,0,1
2250,*propname*. wink smirk,0,1,1,0,1
2251,"thinks *propname* deserves yet another apology warner brothers.  multiple reasons.  leave big, climactic battle scene book?  happen?  turn around add entire scene happen, also makes sense whatsoever.",0,1,1,0,1
2252,watching dog whisperer aggressive chihuahua rules pit bulls pit bull rescue!,0,1,1,0,1
2253,freakin. loves. photoshop.  could find classes...,0,1,1,0,1
